bill_number,bill_id,session_id,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1120433,1400,ACR245,4,Passed,2018-09-05,"Ronald Reagan Day.","Relative to Ronald Reagan Day.",0,,2018-09-05,"Chaptered by Secretary of State - Res. Chapter 189, Statutes of 2018.",https://legiscan.com/CA/bill/ACR245/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR245
1120739,1400,ACR246,4,Passed,2018-07-10,"World Oceans Day.","Relative to World Oceans Day.",0,,2018-07-10,"Chaptered by Secretary of State - Res. Chapter 123, Statutes of 2018.",https://legiscan.com/CA/bill/ACR246/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR246
1120740,1400,ACR247,1,Introduced,2018-05-31,"40th anniversary of Proposition 13.","Relative to the 40th anniversary of Proposition 13.",0,,2018-07-02,"In committee: Refused adoption.",https://legiscan.com/CA/bill/ACR247/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR247
1121002,1400,ACR248,4,Passed,2018-08-17,"Parks Make Life Better! Month.","Relative to “Parks Make Life Better!” Month.",0,,2018-08-17,"Chaptered by Secretary of State - Res. Chapter 140, Statutes of 2018.",https://legiscan.com/CA/bill/ACR248/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR248
1121003,1400,ACR249,4,Passed,2018-08-17,"Father’s Day.","Relative to Father’s Day.",0,,2018-08-17,"Chaptered by Secretary of State - Res. Chapter 141, Statutes of 2018.",https://legiscan.com/CA/bill/ACR249/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR249
1121608,1400,ACR250,4,Passed,2018-09-07,"Arroyo Seco Victims Memorial Overcrossing.","Relative to the Arroyo Seco Victims Memorial Overcrossing.",0,,2018-09-07,"Chaptered by Secretary of State - Res. Chapter 208, Statutes of 2018.",https://legiscan.com/CA/bill/ACR250/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR250
1121584,1400,ACR251,4,Passed,2018-07-10,"Philippine Independence Day.","Relative to Philippine Independence Day.",0,,2018-07-10,"Chaptered by Secretary of State - Res. Chapter 124, Statutes of 2018.",https://legiscan.com/CA/bill/ACR251/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR251
1121805,1400,ACR252,4,Passed,2018-08-30,"The 4th of July.","Relative to the 4th of July.",0,,2018-08-30,"Chaptered by Secretary of State - Res. Chapter 175, Statutes of 2018.",https://legiscan.com/CA/bill/ACR252/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR252
1122023,1400,ACR253,1,Introduced,2018-06-12,"Ukrainian Famine of 1932–1933.","Relative to the Ukrainian Famine of 1932–1933.",0,,2018-08-20,"Ordered to inactive file at the request of Assembly Member Kiley.",https://legiscan.com/CA/bill/ACR253/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR253
1122330,1400,ACR254,1,Introduced,2018-06-13,"Smoke-free multiunit housing.","Relative to smoke-free multiunit housing.",459,"Assembly Housing and Community Development",2018-08-06,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/ACR254/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR254
1122499,1400,ACR255,4,Passed,2018-09-07,"Suicide Prevention Week in California.","Relative to Suicide Prevention Week in California.",0,,2018-09-07,"Chaptered by Secretary of State - Res. Chapter 209, Statutes of 2018.",https://legiscan.com/CA/bill/ACR255/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR255
1122737,1400,ACR256,4,Passed,2018-08-27,"Rosie’s Day.","Relative to Rosie’s Day.",0,,2018-08-27,"Chaptered by Secretary of State - Res. Chapter 166, Statutes of 2018.",https://legiscan.com/CA/bill/ACR256/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR256
1122733,1400,ACR257,4,Passed,2018-08-30,"Uterine Fibroids Awareness Month.","Relative to Uterine Fibroids Awareness Month.",0,,2018-08-30,"Chaptered by Secretary of State - Res. Chapter 176, Statutes of 2018.",https://legiscan.com/CA/bill/ACR257/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR257
1122727,1400,ACR258,4,Passed,2018-08-28,"Pre-Exposure Prophylaxis and Post-Exposure Prophylaxis Awareness Day.","Relative to Pre-Exposure Prophylaxis and Post-Exposure Prophylaxis Awareness Day.",0,,2018-08-28,"Chaptered by Secretary of State - Res. Chapter 171, Statutes of 2018.",https://legiscan.com/CA/bill/ACR258/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR258
1122861,1400,ACR259,4,Passed,2018-08-30,"Pediatric Acute-onset Neuropsychiatric Syndrome (PANS) Awareness Day.","Relative to Pediatric Acute-onset Neuropsychiatric Syndrome (PANS) Awareness Day.",0,,2018-08-30,"Chaptered by Secretary of State - Res. Chapter 177, Statutes of 2018.",https://legiscan.com/CA/bill/ACR259/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR259
1123008,1400,ACR260,4,Passed,2018-09-05,"Statutes: gender-neutral language: pronouns.","Relative to gender-neutral language.",0,,2018-09-05,"Chaptered by Secretary of State - Res. Chapter 190, Statutes of 2018.",https://legiscan.com/CA/bill/ACR260/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR260
1123385,1400,ACR261,4,Passed,2018-09-11,"California Hindu American Awareness and Appreciation Month.","Relative to California Hindu American Awareness and Appreciation Month.",0,,2018-09-11,"Chaptered by Secretary of State - Res. Chapter 219, Statutes of 2018.",https://legiscan.com/CA/bill/ACR261/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR261
1123401,1400,ACR262,4,Passed,2018-08-30,"Recognizing the contributions of Chinese Americans to Yosemite National Park and the Sierra Nevada.","Relative to the contributions of Chinese Americans to Yosemite National Park and the Sierra Nevada.",0,,2018-08-30,"Chaptered by Secretary of State - Res. Chapter 178, Statutes of 2018.",https://legiscan.com/CA/bill/ACR262/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR262
1123563,1400,ACR263,4,Passed,2018-09-11,"Caltrans District 7 Fallen Workers Memorial Interchange.","Relative to the Caltrans District 7 Fallen Workers Memorial Interchange.",0,,2018-09-11,"Chaptered by Secretary of State - Res. Chapter 220, Statutes of 2018.",https://legiscan.com/CA/bill/ACR263/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR263
1123994,1400,ACR264,4,Passed,2018-08-30,"India’s Independence Day.","Relative to India’s Independence Day.",0,,2018-08-30,"Chaptered by Secretary of State - Res. Chapter 179, Statutes of 2018.",https://legiscan.com/CA/bill/ACR264/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR264
1124003,1400,ACR265,4,Passed,2018-09-05,"California Computer Science Education Month.","Relative to California Computer Science Education Month.",0,,2018-09-05,"Chaptered by Secretary of State - Res. Chapter 191, Statutes of 2018.",https://legiscan.com/CA/bill/ACR265/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR265
1124042,1400,ACR266,4,Passed,2018-08-27,"Red Ribbon Week.","Relative to Red Ribbon Week.",0,,2018-08-27,"Chaptered by Secretary of State - Res. Chapter 167, Statutes of 2018.",https://legiscan.com/CA/bill/ACR266/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR266
1124043,1400,ACR267,4,Passed,2018-09-06,"California’s Sikh American Awareness and Appreciation Month.","Relative to California’s Sikh American Awareness and Appreciation Month.",0,,2018-09-06,"Chaptered by Secretary of State - Res. Chapter 201, Statutes of 2018.",https://legiscan.com/CA/bill/ACR267/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR267
1124044,1400,ACR268,4,Passed,2018-09-11,"Education technology.","Relative to education technology.",0,,2018-09-11,"Chaptered by Secretary of State - Res. Chapter 221, Statutes of 2018.",https://legiscan.com/CA/bill/ACR268/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR268
1125335,1400,ACR269,4,Passed,2018-09-05,"Dosan Ahn Chang Ho Day.","Relative to Dosan Ahn Chang Ho Day.",0,,2018-09-05,"Chaptered by Secretary of State - Res. Chapter 192, Statutes of 2018.",https://legiscan.com/CA/bill/ACR269/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR269
1125345,1400,ACR270,4,Passed,2018-09-06,"Pet fire safety.","Relative to pet fire safety.",0,,2018-09-06,"Chaptered by Secretary of State - Res. Chapter 202, Statutes of 2018.",https://legiscan.com/CA/bill/ACR270/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR270
1125337,1400,ACR271,4,Passed,2018-09-07,"2008 fire season.","Relative to the 2008 fire season.",0,,2018-09-07,"Chaptered by Secretary of State - Res. Chapter 210, Statutes of 2018.",https://legiscan.com/CA/bill/ACR271/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR271
1125339,1400,ACR272,1,Introduced,2018-08-06,"Careers in Construction Month.","Relative to private employment.",464,"Assembly Labor and Employment",2018-08-28,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/ACR272/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR272
1125336,1400,ACR273,4,Passed,2018-09-05,"Women’s Small Business Month.","Relative to Women’s Small Business Month.",0,,2018-09-05,"Chaptered by Secretary of State - Res. Chapter 193, Statutes of 2018.",https://legiscan.com/CA/bill/ACR273/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR273
1125338,1400,ACR274,4,Passed,2018-09-07,"Childhood Cancer Awareness Month.","Relative to Childhood Cancer Awareness Month.",0,,2018-09-07,"Chaptered by Secretary of State - Res. Chapter 211, Statutes of 2018.",https://legiscan.com/CA/bill/ACR274/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR274
1125343,1400,ACR275,1,Introduced,2018-08-06,"Restorative Practices in School Awareness Month.","Relative to Restorative Practices in School Awareness Month.",470,"Assembly Rules",2018-08-13,"Referred to Com. on RLS.",https://legiscan.com/CA/bill/ACR275/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR275
1125356,1400,ACR276,1,Introduced,2018-08-07,"Harvey L. Hall Memorial Highway.","Relative to the Harvey L. Hall Memorial Highway.",0,,2018-08-27,"Ordered to inactive file at the request of Assembly Member Salas.",https://legiscan.com/CA/bill/ACR276/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR276
1125372,1400,ACR277,4,Passed,2018-09-07,"Epilepsy Awareness Month.","Relative to Epilepsy Awareness Month.",0,,2018-09-07,"Chaptered by Secretary of State - Res. Chapter 212, Statutes of 2018.",https://legiscan.com/CA/bill/ACR277/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR277
1125394,1400,ACR278,4,Passed,2018-09-05,"PACE Month.","Relative to the Program of All-inclusive Care for the Elderly.",0,,2018-09-05,"Chaptered by Secretary of State - Res. Chapter 194, Statutes of 2018.",https://legiscan.com/CA/bill/ACR278/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR278
1125424,1400,ACR279,4,Passed,2018-09-07,"Plant-based diets.","Relative to plant-based diets.",0,,2018-09-07,"Chaptered by Secretary of State - Res. Chapter 213, Statutes of 2018.",https://legiscan.com/CA/bill/ACR279/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR279
1125421,1400,ACR280,1,Introduced,2018-08-13,"Legislature: Wounded Warrior Program.","Relative to the Legislature.",0,,2018-08-14,"From printer.",https://legiscan.com/CA/bill/ACR280/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR280
1125444,1400,ACR281,4,Passed,2018-09-11,"Arirang Day commemoration.","Relative to Arirang Day.",0,,2018-09-11,"Chaptered by Secretary of State - Res. Chapter 222, Statutes of 2018.",https://legiscan.com/CA/bill/ACR281/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR281
1125442,1400,ACR282,4,Passed,2018-09-07,"Filipino American History Month.","Relative to Filipino American History Month.",0,,2018-09-07,"Chaptered by Secretary of State - Res. Chapter 214, Statutes of 2018.",https://legiscan.com/CA/bill/ACR282/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR282
1125481,1400,ACR283,4,Passed,2018-09-07,"Code Enforcement Officer Appreciation Week.","Relative to Code Enforcement Officer Appreciation Week.",0,,2018-09-07,"Chaptered by Secretary of State - Res. Chapter 215, Statutes of 2018.",https://legiscan.com/CA/bill/ACR283/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR283
1125529,1400,ACR284,4,Passed,2018-09-07,"Court Adoption and Permanency Month.","Relative to Court Adoption and Permanency Month.",0,,2018-09-07,"Chaptered by Secretary of State - Res. Chapter 216, Statutes of 2018.",https://legiscan.com/CA/bill/ACR284/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR284
1125530,1400,ACR285,4,Passed,2018-09-07,"Diaper Need Awareness Week.","Relative to Diaper Need Awareness Week.",0,,2018-09-07,"Chaptered by Secretary of State - Res. Chapter 217, Statutes of 2018.",https://legiscan.com/CA/bill/ACR285/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR285
1125555,1400,ACR286,4,Passed,2018-09-11,"Sickle Cell Disease Awareness Month.","Relative to Sickle Cell Disease Awareness Month.",0,,2018-09-11,"Chaptered by Secretary of State - Res. Chapter 223, Statutes of 2018.",https://legiscan.com/CA/bill/ACR286/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180ACR286
892593,1400,AJR1,4,Passed,2017-08-28,"Presidential elections: electoral college.","Relative to the presidential elections.",0,,2017-08-28,"Chaptered by Secretary of State - Res. Chapter 122, Statutes of 2017.",https://legiscan.com/CA/bill/AJR1/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR1
892455,1400,AJR2,1,Introduced,2016-12-05,"Latino Americans and Muslim Americans.","Relative to Latino Americans and Muslim Americans.",463,"Assembly Judiciary",2017-01-30,"Referred to Com. on JUD.",https://legiscan.com/CA/bill/AJR2/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR2
892597,1400,AJR3,4,Passed,2017-05-19,"Armenian Genocide.","Relative to the Armenian Genocide.",0,,2017-05-19,"Chaptered by Secretary of State - Res. Chapter 56, Statutes of 2017.",https://legiscan.com/CA/bill/AJR3/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR3
959907,1400,AJR4,4,Passed,2017-09-21,"Home Ownership.","Relative to home ownership.",0,,2017-09-21,"Chaptered by Secretary of State - Res. Chapter 172, Statutes of 2017.",https://legiscan.com/CA/bill/AJR4/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR4
975318,1400,AJR5,4,Passed,2017-09-25,"Military Lending Act","Relative to the Military Lending Act.",0,,2017-09-25,"Chaptered by Secretary of State - Res. Chapter 207, Statutes of 2017.",https://legiscan.com/CA/bill/AJR5/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR5
982053,1400,AJR6,4,Passed,2017-09-12,"United States Postal Service.","Relative to the United States Postal Service.",0,,2017-09-12,"Chaptered by Secretary of State - Res. Chapter 150, Statutes of 2017.",https://legiscan.com/CA/bill/AJR6/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR6
995631,1400,AJR7,4,Passed,2017-09-12,"Internet: net neutrality: access.","Relative to the Internet.",0,,2017-09-12,"Chaptered by Secretary of State - Res. Chapter 151, Statutes of 2017.",https://legiscan.com/CA/bill/AJR7/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR7
997391,1400,AJR8,4,Passed,2017-07-05,"Public social services: Social Security, Medicare, and Medicaid.","Relative to public social services.",0,,2017-07-05,"Chaptered by Secretary of State - Res. Chapter 96, Statutes of 2017.",https://legiscan.com/CA/bill/AJR8/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR8
1001799,1400,AJR9,4,Passed,2017-09-19,"The March for Science.","Relative to the March for Science.",0,,2017-09-19,"Chaptered by Secretary of State - Res. Chapter 162, Statutes of 2017.",https://legiscan.com/CA/bill/AJR9/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR9
1004252,1400,AJR10,4,Passed,2017-09-07,"Access to Counsel Act.","Relative to access to counsel.",0,,2017-09-07,"Chaptered by Secretary of State - Res. Chapter 143, Statutes of 2017.",https://legiscan.com/CA/bill/AJR10/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR10
1007535,1400,AJR11,4,Passed,2017-09-21,"California agricultural industry.","Relative to the California agricultural industry.",0,,2017-09-21,"Chaptered by Secretary of State - Res. Chapter 173, Statutes of 2017.",https://legiscan.com/CA/bill/AJR11/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR11
1008557,1400,AJR12,1,Introduced,2017-04-25,"Condemning the government of the Islamic Republic of Iran for the 1988 massacre of political prisoners.","Relative to condemning the government of the Islamic Republic of Iran for the 1988 massacre of political prisoners.",0,,2017-04-26,"From printer.",https://legiscan.com/CA/bill/AJR12/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR12
1008590,1400,AJR13,4,Passed,2017-09-07,"National Aeronautics and Space Administration.","Relative to the National Aeronautics and Space Administration.",0,,2017-09-07,"Chaptered by Secretary of State - Res. Chapter 144, Statutes of 2017.",https://legiscan.com/CA/bill/AJR13/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR13
1009949,1400,AJR14,4,Passed,2017-08-24,"135th anniversary of the Chinese Exclusion Act.","Relative to the 135th anniversary of the Chinese Exclusion Act.",0,,2017-08-24,"Chaptered by Secretary of State - Res. Chapter 120, Statutes of 2017.",https://legiscan.com/CA/bill/AJR14/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR14
1013986,1400,AJR15,4,Passed,2017-06-13,"Federal public lands.","Relative to federal public lands.",0,,2017-06-13,"Chaptered by Secretary of State - Res. Chapter 85, Statutes of 2017.",https://legiscan.com/CA/bill/AJR15/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR15
1014311,1400,AJR16,4,Passed,2017-09-19,"Anti-LGBT Actions in the Chechen Republic.","Relative to Condemnation of Anti-LGBT Actions in the Chechen Republic.",0,,2017-09-19,"Chaptered by Secretary of State - Res. Chapter 163, Statutes of 2017.",https://legiscan.com/CA/bill/AJR16/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR16
1014706,1400,AJR17,1,Introduced,2017-05-17,"Impeachment of President Donald J. Trump.","Relative to the impeachment of President Donald J. Trump.",0,,2017-05-18,"From printer.",https://legiscan.com/CA/bill/AJR17/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR17
1017579,1400,AJR18,4,Passed,2017-07-21,"Korean Peninsula: regional peace and stability.","Relative to stability in the Korean Peninsula.",0,,2017-07-21,"Chaptered by Secretary of State - Res. Chapter 117, Statutes of 2017.",https://legiscan.com/CA/bill/AJR18/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR18
1018063,1400,AJR19,4,Passed,2017-09-25,"Opioid awareness and dependency prevention: patient-centered postsurgical care.","Relative to opioid awareness and dependency prevention.",0,,2017-09-25,"Chaptered by Secretary of State - Res. Chapter 208, Statutes of 2017.",https://legiscan.com/CA/bill/AJR19/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR19
1018906,1400,AJR20,4,Passed,2017-09-19,"Climate change.","Relative to climate change.",0,,2017-09-19,"Chaptered by Secretary of State - Res. Chapter 164, Statutes of 2017.",https://legiscan.com/CA/bill/AJR20/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR20
1024983,1400,AJR21,2,Engrossed,2017-09-15,"Voting Rights Act of 1965.","Relative to the Voting Rights Act of 1965.",489,"Senate Rules",2018-01-03,"In Senate. To Com. on RLS.",https://legiscan.com/CA/bill/AJR21/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR21
1025001,1400,AJR22,4,Passed,2017-09-25,"Transgender service members.","Relative to transgender service members.",0,,2017-09-25,"Chaptered by Secretary of State - Res. Chapter 209, Statutes of 2017.",https://legiscan.com/CA/bill/AJR22/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR22
1025100,1400,AJR23,4,Passed,2017-09-25,"National Park System.","Relative to the National Park System.",0,,2017-09-25,"Chaptered by Secretary of State - Res. Chapter 210, Statutes of 2017.",https://legiscan.com/CA/bill/AJR23/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR23
1025103,1400,AJR24,4,Passed,2017-09-28,"Concealed carry reciprocity.","Relative to concealed carry reciprocity.",0,,2017-09-28,"Chaptered by Secretary of State - Res. Chapter 214, Statutes of 2017.",https://legiscan.com/CA/bill/AJR24/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR24
1025275,1400,AJR25,4,Passed,2017-09-25,"Mexican braceros: settlement.","Relative to Mexican braceros.",0,,2017-09-25,"Chaptered by Secretary of State - Res. Chapter 211, Statutes of 2017.",https://legiscan.com/CA/bill/AJR25/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR25
1025387,1400,AJR26,1,Introduced,2017-09-01,"Federal income tax: deductions for mortgage interest and property taxes.","Relative to federal income taxation.",469,"Assembly Revenue and Taxation",2017-09-05,"Referred to Com. on REV. & TAX.",https://legiscan.com/CA/bill/AJR26/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR26
1050272,1400,AJR27,4,Passed,2018-08-27,Cannabis.,"Relative to cannabis.",0,,2018-08-27,"Chaptered by Secretary of State - Res. Chapter 168, Statutes of 2018.",https://legiscan.com/CA/bill/AJR27/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR27
1058019,1400,AJR28,4,Passed,2018-06-19,"Financial institutions: cannabis.","Relative to financial institutions.",0,,2018-06-19,"Chaptered by Secretary of State - Res. Chapter 101, Statutes of 2018.",https://legiscan.com/CA/bill/AJR28/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR28
1060865,1400,AJR29,4,Passed,2018-03-07,"Oil and gas: offshore drilling: operations: leases.","Relative to new Outer Continental Shelf oil and gas operations in federal waters offshore California.",0,,2018-03-07,"Chaptered by Secretary of State - Res. Chapter 19, Statutes of 2018.",https://legiscan.com/CA/bill/AJR29/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR29
1075149,1400,AJR30,4,Passed,2018-09-05,"Restricting First Use of Nuclear Weapons Act of 2017.","Relative to nuclear weapons.",0,,2018-09-05,"Chaptered by Secretary of State - Res. Chapter 195, Statutes of 2018.",https://legiscan.com/CA/bill/AJR30/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR30
1086605,1400,AJR31,1,Introduced,2018-02-12,"Natural Resources Conservation Service: appointment of state directors.","Relative to the Natural Resources Conservation Service.",0,,2018-02-13,"From printer.",https://legiscan.com/CA/bill/AJR31/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR31
1092970,1400,AJR32,1,Introduced,2018-02-16,"Armed Forces: retirement age.","Relative to the Armed Forces.",0,,2018-02-17,"From printer.",https://legiscan.com/CA/bill/AJR32/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR32
1094058,1400,AJR33,4,Passed,2018-09-05,"Treaty on the Prohibition of Nuclear Weapons.","Relative to nuclear weapons.",0,,2018-09-05,"Chaptered by Secretary of State - Res. Chapter 196, Statutes of 2018.",https://legiscan.com/CA/bill/AJR33/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR33
1099931,1400,AJR34,4,Passed,2018-08-28,"Agricultural workers: labor shortages.","Relative to agricultural labor shortages.",0,,2018-08-28,"Chaptered by Secretary of State - Res. Chapter 172, Statutes of 2018.",https://legiscan.com/CA/bill/AJR34/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR34
1105998,1400,AJR35,2,Engrossed,2018-05-29,"Polish law: Holocaust speech.","Relative to a Polish law on speech related to the Holocaust.",0,,2018-05-30,"Measure version as amended on April 26 corrected.",https://legiscan.com/CA/bill/AJR35/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR35
1107313,1400,AJR36,4,Passed,2018-08-15,"136th anniversary of the Chinese Exclusion Act.","Relative to the 136th anniversary of the Chinese Exclusion Act.",0,,2018-08-15,"Chaptered by Secretary of State - Res. Chapter 134, Statutes of 2018.",https://legiscan.com/CA/bill/AJR36/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR36
1108860,1400,AJR37,4,Passed,2018-05-24,"Armenian Genocide.","Relative to the Armenian Genocide.",0,,2018-05-24,"Chaptered by Secretary of State - Res. Chapter 75, Statutes of 2018.",https://legiscan.com/CA/bill/AJR37/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR37
1110558,1400,AJR38,4,Passed,2018-05-24,"Dams and reservoirs: federal jurisdiction: safety.","Relative to dams and reservoirs.",0,,2018-05-24,"Chaptered by Secretary of State - Res. Chapter 76, Statutes of 2018.",https://legiscan.com/CA/bill/AJR38/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR38
1115445,1400,AJR39,4,Passed,2018-09-06,"Citizenship: internationally adopted children who are now adults.","Relative to citizenship.",0,,2018-09-06,"Chaptered by Secretary of State - Res. Chapter 203, Statutes of 2018.",https://legiscan.com/CA/bill/AJR39/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR39
1118023,1400,AJR40,1,Introduced,2018-05-14,"Korean peace process.","Relative to the Korean peace process.",0,,2018-05-15,"From printer.",https://legiscan.com/CA/bill/AJR40/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR40
1120434,1400,AJR41,4,Passed,2018-09-05,"Social Security.","Relative to Social Security.",0,,2018-09-05,"Chaptered by Secretary of State - Res. Chapter 197, Statutes of 2018.",https://legiscan.com/CA/bill/AJR41/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180AJR41
